,title,area,numberOfRooms,price,town,district
21800,3+1 Ultra Lüks Residans,150,3+1,9800000,Eyüpsultan,Silahtarağa Mh.
21801,EYÜP ESENTEPE MAH. 2+1 90 m2 BUTİK SİTE OTOPARKLI ASANSÖRLÜ,90,2+1,2370000,Eyüpsultan,Esentepe Mah.
21802,3K'dan EYÜPSULTAN'da TRAMVAY DURAĞINA YÜRÜME MESAFESİNDE 2+1,120,2+1,1915000,Eyüpsultan,Silahtarağa Mh.
21803,AHİ KENT VİLLALARINDA SATILIK 7+2 ÖZEL HAVUZLU VİLLA,345,7+2,10650000,Alibeyköy,Emniyettepe Mah.
21804,GÖKTÜRK FLYİST GYM KEMERBURGAZ SIFIR PROJEDE BAHÇE 1+1 SATILIK,65,1+1,1625000,Kemerburgaz,Mimar Sinan Mh.
21805,TOPOSMANOGLU EMLAKTAN SİTE İÇERİSİNDE FERAH 3+1 SATILIK DAİRE,165,3+1,6500000,Göktürk,Göktürk Merkez Mh.
21806,REMAX JET TEAM GÖKTÜRK PRİME SİTESİNDE FIRSAT 3+1 DUBLEKS DAİRE,188,3+1,7250000,Göktürk,Göktürk Merkez Mh.
21807,GÖKTÜRK FLYİST GYM MERKEZİ YENİ BİNADA ÇİFT CEPHE 2+1 SATILIK,103,2+1,4150000,Göktürk,Göktürk Merkez Mh.
21808,İLETİŞİM'DEN BİLGİ ÜNİVERSİTESİ KARŞISI 2+1 Y.GİRİŞ BALKONLU,85,2+1,1750000,Yeşilpınar,Yeşilpınar Mh.
21809,ÖZGÜR GYM'DEN EYÜP YEŞİLPINAR OTOBÜS SON DURAĞINDA SATILIK DAİRE,100,2+1,1398000,Yeşilpınar,Yeşilpınar Mh.
21810,ECEM'DEN BÖLGENİN EN PRESTİJLİ SİTESİN DE SATILIK 2+1 LÜKS DAİRE,105,2+1,2650000,Alibeyköy,Alibeyköy Mh.
21811,REMAK GAYRİMENKUL DEN 3+2 SIFIR MANZARALI SATILIK DUBLEX,180,3+2,3850000,Alibeyköy,Alibeyköy Mh.
21812,Ana Caddede daire,140,2+1,2140000,Eyüpsultan,Sakarya Mah.
21813,BİRLİK'TEN SIFIR ÖN CEPHE ARA KAT DAİRELER,105,2+1,1980000,Çırçır,Çırçır Mh.
21814,ÖZGÜR EMLAKTAN FULL YAPILI 2+2 TERASLI DUBLEKS DAİRE,160,2+2,2575000,Çırçır,Çırçır Mh.
21815,ADA EMLAK'TAN GÜZELTEPE'DE SATILIK 2+1 ARA KAT DAİRE,100,2+1,1580000,Alibeyköy,Güzeltepe Mh.
21816,AKTİF EMLAK'TAN AKŞEMSETTİN'DE 2+1 110M2 SIFIR ARAKAT DAİRE,110,2+1,3300000,Çırçır,Akşemsettin Mh.
21817,ABDİAĞAOĞLU İNŞ'TAN 2+1 85m2 ASANSÖRLÜ ULTRA LÜX ARAKAT DAİRE,85,2+1,1895000,Eyüpsultan,Merkez Mh.
21818,BROADWAY'DEN SATILIK 3+1 120m2 SIFIR DUBLEKS DAİRE,120,3+1,3500000,Kemerburgaz,Mimar Sinan Mh.
21819,KÜÇÜKKÖY - HÜRRİYET MH - 4+1 - 130 m2 - SATILIK FIRSAT DAİRE,200,4+1,1800000,Yeşilpınar,Karadolap Mah.
21820,İNSO EMLAKTAN SATILIK SİLAHTARAĞA'DA 2+1 TERS DUBLEKS DAİRE,140,2.5+1,975000,Eyüpsultan,Silahtarağa Mh.
21821,EYÜPSULTAN 2+1 FOREV MODERN SİTESİ HALİÇ ÜNİVERSİTESİ BOŞ DAİRE,85,2+1,2590000,Alibeyköy,Alibeyköy Mh.
21822,GRILANER'dan RAVZA Sitesinde satılık daire 2+1,137,2+1,3750000,Göktürk,Göktürk Merkez Mh.
21823,FAMİLYADAN ÖZLEM ÇARŞI ALTINDA 3+1 ORTA KAT 120M2 BALKONLU DAİRE,120,3+1,2500000,Yeşilpınar,Yeşilpınar Mh.
21824,ESENTEPE MAH. MUHTEŞEM 2+1 FERAH VE KULLANIŞLI DAİRE,120,2+1,1640000,Eyüpsultan,Esentepe Mah.
21825,VİALAND AVM YÜRÜME MESAFESİNDE 2+1 DAİRE,120,2+1,1275000,Yeşilpınar,Yeşilpınar Mh.
21826,ÇAĞRIDAN EYÜP AKŞEMŞETİN MAH METRO ULAŞIM AVM YANI SATILIK DAİRE,180,3+2,1600000,Çırçır,Akşemsettin Mh.
21827,5 LEVENT 2+1 SATILIK ŞEHİR MANZARALI/ فروش واحد 2خوابه واحد خالی,100,2+1,6800000,Alibeyköy,Güzeltepe Mh.
21828,ALİBEYKÖY'DE ULAŞIMA YAKIN SATILIK 2+1 SIFIR DAİRE,90,2+1,1550000,Yeşilpınar,Karadolap Mah.
21829,LİDERDEN KUPUN DAİRE,120,2+1,995000,Yeşilpınar,Yeşilpınar Mh.
21830,5+1 DUBLEX SATILIK DAİRE DİLEK EMLAKTAN واحد نوساز داخل سیته,240,5+1,13500000,Göktürk,Göktürk Merkez Mh.
21831,'ATMACA' EYÜP PİERLOTTİ TEPESİNDE HARİKA MANZARALI DUBLEX,155,4+2,4250000,Eyüpsultan,Merkez Mh.
21832,RAMİ DİKİLİAĞAÇ SOK 4+1 MANZARALI ÇİFT KAPILI DUBLEX,195,4+1,2850000,Rami,Rami Cuma Mah.
21833,ROYALMAX'DAN EYÜP PARK RESİDANCE METRO YANI 1+1 M² 13 KAT,55,1+1,1920000,Çırçır,Akşemsettin Mh.
21834,ALİBEYKÖY ANA CADDE ÜZERİNDE 3+1 SATILIK DUBLEKS DAİRE,140,3+1,2600000,Alibeyköy,Alibeyköy Mh.
21835,AYTEN SOKAK MUHTEŞEM İSTANBUL MANZARALI 4+1 DUBLEX DAİRE,190,3+2,3150000,Rami,Düğmeciler Mh.
21836,MODERN'DEN YEŞİLPINAR'DA GENİŞ 3+2 180m2 DUBLEX,180,3+2,3500000,Yeşilpınar,Yeşilpınar Mh.
21837,GÖKTÜRK MERKEZİ KONUMDA SATILIK BAHÇE KULLANIMLI SÜPER 3+1 DAİRE,150,3+1,4475000,Göktürk,Göktürk Merkez Mh.
21838,ULTRA LÜX SATILIK GÖKTÜRK,440,4+1,18000000,Göktürk,Göktürk Merkez Mh.
21839,5 LEVENT TORUNLAR 1+1 ORMAN MANZARALI SATILIK DAİRE BOŞ,73,1+1,3750000,Alibeyköy,Güzeltepe Mh.
21840,GÖKTÜRK İSTANBUL CADDESİ PALMS RESİDENCE 'DE 2+1 GENİŞ DAİRE,145,2+1,5500000,Göktürk,Göktürk Merkez Mh.
21841,GARANTİ BANKASI ÖZLEM ÇARŞISI YANI CADDE ÜSTÜ 2.KAT METRO 100MT,90,2+1,1550000,Yeşilpınar,Yeşilpınar Mh.
21842,GÖKTÜRK'TE 8+2 SATILIK TERASLI DAİRE,1,8+2,23000000,Göktürk,Göktürk Merkez Mh.
21843,TRIO'DAN KEMERLIFE 22 SİTESİNDE ARAKATTA 4+1 BAKIMLI FERAH DAİRE,225,4+1,9850000,Göktürk,Göktürk Merkez Mh.
21844,ERPAY GAYRİMENKUL'DEN SATILIK ASANSÖRLU SIFIR 210M2 DUBLEKS,210,4+2,3600000,Eyüpsultan,Esentepe Mah.
21845,İMSERDEN SAYA YOLUNDA KİRACILI 4+1 - DUBLEX DAİRE,145,4+1,2150000,Çırçır,Çırçır Mh.
21846,YEŞİLPINAR PINAR SOKAKTA 4+1 DUBLEKS DAİRE 2.450.000TL,160,4+1,2450000,Yeşilpınar,Yeşilpınar Mh.
21847,FORS'TAN KEMERBURGAZ METRO YANİ KİRACILI 2+1 YÜKSEK GİRİŞ,120,2+1,2900000,Kemerburgaz,Mithatpaşa Mh.
21848,RAMİ YENİMAHALLEDE ASANSÖRLÜ BİNADA TERS DUBLEKS SATILIK DAİRE,145,3+2,1500000,Rami,Rami Yeni Mah.
21849,KEMERBURGAZ ARİUM RESİDENCE'DA 2+1 DUBLEX,141,2+1,5500000,Kemerburgaz,Mimar Sinan Mh.
21850,ÖZGÜR EMLAKTAN CENGİZ TOPELDE 2+1 1 .KAT KULLANIŞLI DAİRE,90,2+1,1400000,Çırçır,Akşemsettin Mh.
21851,| A S Y A | 0.99 KREDİ İMKANI ÇIRÇIR METRO YAKINI SIFIR 75m² 2+1,75,2+1,1040000,Çırçır,Çırçır Mh.
21852,Göktürk Kemercountry Residence'da 5+1 Satılık Çatı Dubleksi,260,4+1,23400000,Göktürk,Göktürk Merkez Mh.
21853,GÖKTÜRK YESHİLL SİTESİN DE SATILIK BÜYÜK TİP 2+1 DAİRE,138,2+1,4600000,Göktürk,Göktürk Merkez Mh.
21854,SERTAÇ MAZI'DAN SİTE İÇİNDE ORMAN MANZARALI FIRSAT DUBLEKS DAİRE,160,3+1,4590000,Göktürk,Göktürk Merkez Mh.
21855,GÖKTÜRK TE 3+1 135 M2 NET ASANSÖRLÜ SATILIK DAİRE,150,3+1,4200000,Göktürk,Göktürk Merkez Mh.
21856,DENİZ GAYRİMENKULDEN 0.99 ORANIYLA TAPU MASRAFSIZ ARA KAT DAİRE,90,2+1,1750000,Eyüpsultan,Esentepe Mah.
21857,HANEDAN EMLAKTAN 2+1 TERS DUBLEKS DAİRE,120,2+1,1195000,Eyüpsultan,Esentepe Mah.
21858,Alibeyköyde merkezi konumda SIFIR ev AÇIKLAMAYI OKUYUN!,90,2+1,1649000,Alibeyköy,Alibeyköy Mh.
21859,TAN SİTESİNDE SATILIK 2+1 DAİRE,90,2+1,2600000,Rami,Düğmeciler Mh.
21860,HOME IN ISTANBUL/ GÖKTÜRK BELLAVİSTA'DA SATILIK LUX 4+1 DUBLEKS,280,4+1,9150000,Göktürk,Göktürk Merkez Mh.
21861,SAHİBİNDEN SATILIK MERKEZİ KONUMDA 3+1,120,3+1,1250000,Yeşilpınar,Yeşilpınar Mh.
21862,NURTEPEDE METROYA 2DK MESAFEDE MÜSTAKİL GİRİŞLİ GİRİŞKAT,110,2+1,885000,Alibeyköy,Güzeltepe Mh.
21863,6791 Rengarenk'ten Karadolap'da 2+1 Satılık Arakat Kupon Daire,75,2+1,750000,Yeşilpınar,Karadolap Mah.
21864,TORUNLAR 5 LEVENT SATILIK 1+1 HAVUZ MANZARALI RESIDENCE,75,1+1,3750000,Alibeyköy,Güzeltepe Mh.
21865,Eyüp Aksemsettin'de 1+1 Yüksek Giriş kat daire!!,60,1+1,1150000,Çırçır,Akşemsettin Mh.
21866,FİNANSKENT SATILIK 2+1 B BLOK..Tem Avrupa 5.Levent Vadistanbul,122,2+1,5000000,Alibeyköy,Güzeltepe Mh.
21867,GÜLER EMLAKTAN SATILIK YENI PROJE TOPRAKTAN 85 M2 LÜX DAİRE,85,2+1,2019000,Alibeyköy,Alibeyköy Mh.
21868,GÜLER EMLAKTAN SATILIK RAMI YENI MAHALLE DE 2+1 90 M2 DAİRE,95,2+1,1499000,Rami,Rami Yeni Mah.
21869,RAMİ CUMA MAH. HALİÇ MANZARALI 2+1 SATILIK DAİRE,90,2+1,1490000,Rami,Rami Cuma Mah.
21870,DNZ A.Ş. KEMER 50 SİTESİ 332m2 4+1 DUBLEKS DAİRE - TEK YETKİLİ,332,4+1,13500000,Göktürk,Göktürk Merkez Mh.
21871,GÖKTÜRK RAVZA SİTESİ 4+1 BAHÇE KATI,189,4+1,7500000,Göktürk,Göktürk Merkez Mh.
21872,İSLAMBEY VE RAMİ ARASIN DA 4+1 DUBLEKS DAİRE,140,4+1,2750000,Rami,Rami Cuma Mah.
21873,TORUNLAR 5.LEVENT SATILIK HAVUZ CEPHE 112m2 2+1 AÇIK MUTFAK GÜNC,112,2+1,6500000,Alibeyköy,Güzeltepe Mh.
21874,5 LEVENT KİPTAŞ SİTESİNDE SATILIK C3 BLOKTA 3+1 162 m2 ŞIK DAİRE,162,3+1,8350000,Alibeyköy,Güzeltepe Mh.
21875,EVİM EMLAKTAN YEŞİLPINAR DA KOT 1.SATILIK DAİRE,85,2+1,870000,Yeşilpınar,Yeşilpınar Mh.
21876,EVİM EMLAKTAN AKŞEMSETTIN DE SATILIK 3+1DAİRE,135,3+1,1650000,Çırçır,Akşemsettin Mh.
21877,GÜZELTEPE MAHALLESİNDE SATILIK 2+2 DUBLEKS,115,2+2,1850000,Alibeyköy,Güzeltepe Mh.
21878,GÜZELTEPE MAHALLESİNDE SATILIK 2+2 DUBLEKS,115,2+2,1850000,Alibeyköy,Güzeltepe Mh.
21879,GÖKALP İNŞAAT'TAN SATILIK 2+1 DAİRE,85,2+1,2670000,Kemerburgaz,Mimar Sinan Mh.
21880,GARDEN GYM'DEN BUTİK BİNADA BÜYÜKM2Lİ KULLANIŞLI BAHÇE KATI,95,1+1,1850000,Kemerburgaz,Mithatpaşa Mh.
21881,Fiyatı indi Vadiland Towers Görünümlü Dübleks Daire,184,3+2,1475000,Eyüpsultan,Esentepe Mah.
21882,EYÜP'DE SATILIK DAİRE,95,2+1,1700000,Alibeyköy,Emniyettepe Mah.
21883,بجوار فندق موفنبيك3 + 1 سكن 174 متر مربع الطابق الأول ULTRALUX,174,3+1,5250000,Eyüpsultan,Merkez Mh.
21884,GÖKTÜRK'ÜN MERKEZİNDE OTOPARKLI 3+1 150M2 SATILIK ARAKAT DAİRE,150,3+1,4500000,Göktürk,Göktürk Merkez Mh.
21885,Göktürk de AYKUTOĞLU KORU LİFE Sitesinde 98 m2 2+1 BAHÇE KATI,98,2+1,5100000,Göktürk,Göktürk Merkez Mh.
21886,GÖKTÜRK MERKEZİNDE BALKONLU ASANSÖRLÜ SATILIK GENİŞ 3+1 ARAKAT,150,3+1,4200000,Göktürk,Göktürk Merkez Mh.
21887,FIRST IN KEMERDEN İSTANBUL İSTANBUL EVLERİNDE ÇATI DUBLEKSİ,285,4+1,19000000,Göktürk,Göktürk Merkez Mh.
21888,3+1 ÇOK KULLANIŞLI '7 YAŞ' 'KREDİYE UYGUN' SATILIK DAİRE,140,3+1,2100000,Çırçır,Akşemsettin Mh.
21889,HUZUR'DAN SİTE İÇERİSİNDE METRO'YA 3 DAKİKA MESAFEDE 2+1,100,2+1,1850000,Çırçır,Çırçır Mh.
21890,Kemerburgaz Bahçeköy Caddesi üzerinde site içi 1+1 95m2 arakat,95,1+1,3300000,Kemerburgaz,Mimar Sinan Mh.
21891,Sahibinden satılık,98,2+1,1700000,Yeşilpınar,Yeşilpınar Mh.
21892,EYÜP ALİBEYKÖY SIFIR SİTE K.OTO EBEVEYN B. 9.KAT 90m2 1.850.000T,90,2+1,1850000,Alibeyköy,Alibeyköy Mh.
21893,GÖKTÜRK ÖZAK SİTESİNDE SATILIK 2+1 LÜKS SIFIR DAİRE,130,2+1,12500000,Göktürk,Göktürk Merkez Mh.
21894,EYÜPSULTAN ÇIRÇIRDA ÇOK TEMİZ VE KULLANIŞLI 1+1 DAİRE,60,1+1,1300000,Çırçır,Çırçır Mh.
21895,pastel emlak'tan EYÜP YEŞİLPINAR'DA SATILIK 3+1 FERAH DAİRE,135,3+1,1850000,Yeşilpınar,Yeşilpınar Mh.
21896,YEŞİLPİNAR MAH.(3+1) SATILIK (1KAT) NET KULLANIM (95mt) İSKANLİ,105,3+1,2490000,Yeşilpınar,Yeşilpınar Mh.
21897,ikiz bebegim var merdiven dolayí satiyorum uygun fiyata,110,2+1,1580000,Çırçır,Akşemsettin Mh.
21898,İLETİŞİM'den KARADOLAP'ta ULAŞIMA YAKIN 5.KAT ASANSÖRLÜ 2+1,85,2+1,1850000,Yeşilpınar,Karadolap Mah.
21899,GARDEN GYM'DEN DOĞANCAN APT'DA ÖNÜ AÇIK BÜYÜK M2Lİ 3+1 DAİRE,140,3+1,3850000,Göktürk,Göktürk Merkez Mh.
21900,İLETİŞİM'den VİALAND AVM YANI METROYA YAKIN 1.KAT ASANSÖRLÜ,85,2+1,1950000,Yeşilpınar,Yeşilpınar Mh.
21901,ALİBEYKÖY - ÇIRÇIR MH. - 2+1 - 75 M2 - SATILIK DAİRE - SALİ GRUP,85,2+1,1850000,Çırçır,Çırçır Mh.
21902,YETKİLİ!! Star Life Residence Projesinde 2+1 Satılık Lüx Daire,132,2+1,5190000,Göktürk,Göktürk Merkez Mh.
21903,Eyüpsultan Akşemsettin Mah. Satılık 3+1 Fırsat Daire,140,3+1,1530000,Çırçır,Akşemsettin Mh.
21904,İLETİŞİM'den ALİBEYKÖY TRAMWAY YANI BİLGİ ÜNİ. 5'dk MESAFEDE 3+1,135,3+1,1820000,Eyüpsultan,Esentepe Mah.
21905,EYÜP ÇIRÇIR'DA METROYA YAKIN SATILIK 2+1 SİTE İÇİNDE DAİRE,95,2+1,2750000,Çırçır,Çırçır Mh.
21906,Sahibinden 2.Katta 2+1 Temiz Daire,90,2+1,2250000,Çırçır,Çırçır Mh.
21907,"Z DÖNER İNŞAAT,TAN GÜZELTEPE,DE SATILIK LÜKS DAİRE...",80,1+1,1470000,Alibeyköy,Güzeltepe Mh.
21908,"Z DÖNER İNŞAAT,TAN EMNİYETTEPE,DE SATILIK LÜKS 2+1 DAİRE...",85,2+1,1680000,Alibeyköy,Emniyettepe Mah.
21909,MURAT EMLAK'TAN EVYAP SİTE İÇİNDE 2+1 1.KAT AYARI BALKONLU DAİRE,95,2+1,2250000,Çırçır,Akşemsettin Mh.
21910,PLATİN'DEN EN ŞIK SİTE'DE SATILIK ARAKAT 3.5+1 ÖNÜ AÇIK DAİRE,187,3.5+1,9900000,Göktürk,Göktürk Merkez Mh.
21911,SAHİBİNDEN SATILIK DAİRE,99,2+1,1150000,Eyüpsultan,İslambey Mh.
21912,MST EMLAK YEŞİLPINAR MAH DUBLEX SATILIK 3+2,155,3+2,2500000,Yeşilpınar,Yeşilpınar Mh.
21913,BUTİK SİTEDE ULTRA LÜX 2+1 EBEVEYN BANYOLU SATILIK DAİRE,85,2+1,1750000,Yeşilpınar,Karadolap Mah.
21914,FIRAT İNŞAAT25'DEN-EYUPTE -SATILIK-100m-2+1- 2.KAT DAİRE,100,2+1,1375000,Eyüpsultan,Silahtarağa Mh.
21915,[EMRE GROUP] TERRANOVA | 1+1 | [Tip U2] [NO 50],42,1+1,1650000,Alibeyköy,Emniyettepe Mah.
21916,"ESENTEPE DE OTOPARKLI , ASANSÖRLÜ SATILIK 2+1 FERAH ARAKAT DAİRE",90,2+1,1750000,Eyüpsultan,Esentepe Mah.
21917,Kemerburgaz'da Sıfır Lüks Havuzlu Sitede 1.Kat 1+1 74m2,74,1+1,3173000,Kemerburgaz,Mithatpaşa Mh.
21918,Eyüp Merkeze yakın Pierrelotide 2+1 Giriş Kat 90m2 Daire,105,2+1,1150000,Eyüpsultan,Merkez Mh.
21919,Evim Emlaktan Merkezi Konumda Satılık Bahçe Katı,85,2+1,1280000,Yeşilpınar,Karadolap Mah.
21920,DÜĞMECİLER EMLAKTAN ÇARŞIYA ÇOK YAKIN,120,3+1,2575000,Eyüpsultan,İslambey Mh.
21921,FİNANSKENT KONUTLARI YABANCI SATIŞA UYGUN SATILIK LOFT DUBLEKS,320,4+1,15000000,Alibeyköy,Güzeltepe Mh.
21922,5.LEVENT PROJESİNDE BÜYÜK TİP 1+1 SATILIK DAİRE -GÜNCEL,97,1+1,4000000,Alibeyköy,Güzeltepe Mh.
21923,RAMİ CUMA ARİFPAŞA CAD 2+1 85m2 KOT1 -22 YAŞ-BAKIMLI -MASRAFSIZ,85,2+1,760000,Rami,Rami Cuma Mah.
21924,"Eyüpsultan İslambey Caddesi Üzeri 3+1 , 120m² Satılık Daire",120,3+1,2190000,Rami,Rami Yeni Mah.
21925,KARATAŞ TAN EYÜP ESENTEPE MAH SATILIK DÜZ AYAK TA DAIRE,100,2+1,1700000,Eyüpsultan,Esentepe Mah.
21926,EVALMAK'TA İSLAMBEY MAH.DE 3+1 GENİŞ FERAH KULLANIŞLI DUBLEKS,145,3+1,2080000,Eyüpsultan,İslambey Mh.
21927,ASKEMER EMLAKTAN LOFT 5+1 SATILIK DAİRE,120,5+1,4250000,Kemerburgaz,Mithatpaşa Mh.
21928,EVALMAK'TA İSLAMBEY MAH.DE 3+1 GENİŞ FERAH KULLANIŞLI DUBLEKS,145,3+1,2080000,Eyüpsultan,İslambey Mh.
21929,ASKEMER EMLAKTAN LOFT 5+1 SATILIK DAİRE,120,5+1,4250000,Kemerburgaz,Mithatpaşa Mh.
21930,EYÜP SİLAHTARAĞA MH SİTE İÇİNDE OTOPARKLI FERAH LÜX SATILIKDAİRE,100,2+1,2950000,Eyüpsultan,Silahtarağa Mh.
21931,EVYAP'TAN ULUDAĞ CADDESİ ÜZERİ GÜVENLİKLİ 2+1 95m² 9.KAT DAİRE,95,2+1,2550000,Çırçır,Çırçır Mh.
21932,İNŞAAT FİRMASINDAN .099 KREDİ İMKANI İLE SATILIK SIFIR 2+1 DAİRE,72,2+1,1525000,Çırçır,Çırçır Mh.
21933,CENGİZTOPLEDE HERYANI AÇIK FERAH ASANSÖRLÜ BİNADA DUBLEKS 3+1,140,3+1,2500000,Çırçır,Akşemsettin Mh.
21934,METROYA 200 METRE MESAFEDE BALKONLU NORMAL 2. KATTA 85 M² 2+1,85,2+1,1600000,Çırçır,Çırçır Mh.
21935,5.LEVENT TORUNLAR SİTE İÇİNDE FERAH SATILIK 1+1 DAİRE,70,1+1,3600000,Alibeyköy,Güzeltepe Mh.
21936,5.LEVENT HANEDAN EMLAKTAN 2+1 GUNCEL HAVUZ CEPHE,111,2+1,6500000,Alibeyköy,Güzeltepe Mh.
21937,EMNİYETTEPE 'NİN EN İYİ LOKASYONUN DA 1+1 SATILIK DAİRE,65,1+1,975000,Alibeyköy,Emniyettepe Mah.
21938,YEŞİLPINAR ÖZLEM ÇARŞISINDA SIFIR ULTRA LÜX 5+2 DUBLEX 290M,290,5+2,4850000,Yeşilpınar,Yeşilpınar Mh.
21939,"*FIRSAT*GÜZELTEPE BELEDİYE BLOKLARINDA SATILIK 3,5+1",120,3.5+1,2120000,Alibeyköy,Güzeltepe Mh.
21940,ALİBEYKÖY MAH. AKASYA SOKAKTA 4+1 170m² SATILIK DUBLEKS DAİRE.,170,4+1,3250000,Alibeyköy,Alibeyköy Mh.
21941,METİN GAYRİMENKUL 2+1 HALİÇ MANZARALI+BALKON­+OTOPARK+ASANSÖR,85,2+1,1750000,Çırçır,Çırçır Mh.
21942,GÖKTÜRK CİTYSİDEDAN SAKLIBAHÇE SİTESİ'NDE 4+2 ÇATI DUBLEKSİ,360,4+2,21650000,Göktürk,Göktürk Merkez Mh.
21943,Broadway'den Satılık AYKUTOĞLU'da 2+1 Özel Bahçe Katı Tek Yetki,137,2+1,8950000,Göktürk,Göktürk Merkez Mh.
21944,APLUS EMLAK'TAN ALİBEYKÖY ALPARK SİTESİNDE SATILIK 2+1 DAİRE.,100,2+1,2700000,Alibeyköy,Alibeyköy Mh.
21945,Göktürk merkezde 2 banyolu 2 balkonlu 3+1 Dublex,190,3+1,2825000,Göktürk,Göktürk Merkez Mh.
21946,GÖKTÜRK VİZYON'DAN İÇİ YENİLENMİŞ OTURUMA HAZIR 3+1 TEMİZ DAİRE,145,3+1,3100000,Göktürk,Göktürk Merkez Mh.
21947,GÖKTÜRK FLYİST GYM YATIRIMLIK SIFIR PROJE 1+1 SATILIK,77,1+1,3600000,Kemerburgaz,Mithatpaşa Mh.
21948,EYÜP SULTAN | PİERRE LOTİ'DE | ARA KAT FIRSAT | 2+1 DAİRE,85,2+1,970000,Eyüpsultan,Merkez Mh.
21949,5.LEVENT HANEDAN EMLAKTAN 4+1 KİPTAŞ BLOKLARİNDA GUNCEL SATILIK,224,4+1,12000000,Alibeyköy,Güzeltepe Mh.
21950,EYÜPSULTAN KARADOLAP MAHALLESİ BRNPARK 2 SİTEDE SATILIK DAİRELER,105,2+1,2450000,Yeşilpınar,Karadolap Mah.
21951,YATIRIMLIK FIRSAT ! GENİŞ - FERAH - ÇİFT CEPHE - PARKIN YANINDA,110,2+1,1600000,Çırçır,Akşemsettin Mh.
21952,Silahtarağa 'da Merkezi Konumda Satılık Daire,80,2+1,1600000,Eyüpsultan,Silahtarağa Mh.
21953,GOLDENBERG'DEN KEMERBURGAZDA 2+1 DOĞA MANZARALI SIFIR DAİRE,90,2+1,2950000,Kemerburgaz,Mithatpaşa Mh.
21954,PAZARİÇİNDE 2+1 85 M2 OTOPARKLI ÖZEL İMARLI PROJEDE SATILIKDAİRE,85,2+1,1750000,Eyüpsultan,Silahtarağa Mh.
21955,İLETİŞİM'DEN BİLGİ ÜNİVERSİTESİ KARŞISI 2+1 2.KAT SATILIK DAİRE,95,2+1,2250000,Yeşilpınar,Yeşilpınar Mh.
21956,KEMERBURGAZDA FIRSAT 2+1 METROYA YAKIN DAİRE,95,2+1,2600000,Kemerburgaz,Mithatpaşa Mh.
21957,ECEM'DEN YEŞİLPINAR DA CADDE ÜZERİ 2+1 KOT1 BALKONLU MASRAFSIZ D,80,2+1,990000,Yeşilpınar,Yeşilpınar Mh.
21958,REALTYLAND/­KEMERBURGAZ ARİUM REZİDENCE 3+1 ÇATI DUBLEKS,184,3+1,8350000,Kemerburgaz,Mimar Sinan Mh.
21959,Kemerburgazda Süper Lokasyonda Önü Açık Manzaralı 2+1 Daireler,117,2+1,5500000,Kemerburgaz,Mithatpaşa Mh.
21960,AKŞEMSETTİN'DE 3+1 120 m2 BAHÇE KATI MASRAFSIZ,140,3+1,2300000,Çırçır,Akşemsettin Mh.
21961,Bilgi Üniversitesine Yürüme Mesafesin'de 3+1 Satılık Daire,120,3+1,2830000,Alibeyköy,Emniyettepe Mah.
21962,HERMES STARBUCKS YANI MERKEZİ ÇAĞLAYAN CİTY'DE SATILIK 2+1,135,2+1,5500000,Göktürk,Göktürk Merkez Mh.
21963,FİNANSKENT KONUTLARI SATILIK DAİRE 2+1 FOR SALE,122,2+1,5600000,Alibeyköy,Güzeltepe Mh.
21964,ÖZGÜR GYM'DEN EYÜP KARADOLAP'DA 2+1 GENİŞ BAHÇELİ BAHÇE KATI,125,2+1,1284000,Yeşilpınar,Karadolap Mah.
21965,GÖKTÜRK MERKEZDE SATILIK SİTE İÇİNDE 2+1 DAİRE,90,2+1,3250000,Göktürk,Göktürk Merkez Mh.
21966,Bilgi Üniversitesine Yürüme Mesafesin'de 3+1 Satılık Daire,120,3+1,2830000,Alibeyköy,Emniyettepe Mah.
21967,EYÜP ESENTEPE'DE SATILIK 1+1 GİRİŞ KAT 60 m2 DAİRE,60,1+1,800000,Eyüpsultan,Esentepe Mah.
21968,KÜÇÜKKÖY - HÜRRİYET MH. - 2+1 - 95 m2 - SATILIK FIRSAT DAİRE,115,2+1,1150000,Yeşilpınar,Karadolap Mah.
21969,FORS'TAN GÖKTÜRK PRİME'DA SATILIK 2+1 ARAKAT DAİRE GÜNCEL İLAN,110,2+1,6500000,Göktürk,Göktürk Merkez Mh.
21970,ROYALMAX'DAN BİNEVLERDE GÜVENLİKLİ SİTEDE METRO 2+1 90m² DAİRE,90,2+1,2050000,Yeşilpınar,Karadolap Mah.
21971,MST EMLAK KARADOLAP İNCİ PARK EVLERİ SATILIK FULL EŞYA 2+1 DAİRE,110,2+1,2580000,Yeşilpınar,Karadolap Mah.
21972,Broadway'den SATILIK KEMERBURGAZ'DA FULL EŞYALI FIRSAT DAİRE 1+1,60,1+1,2350000,Kemerburgaz,Mimar Sinan Mh.
21973,Eyüpsultan İslambey ana cadde üzeri 2+1 satılık daire,95,2+1,1575000,Eyüpsultan,İslambey Mh.
21974,Eyüp Orkide Sitesinde Haliç Manzaralı Otoparklı Satılık 2+1,100,2+1,2750000,Eyüpsultan,Silahtarağa Mh.
21975,MST EMLAK AKŞEMSETTİN MAH SİTE İÇİNDE 2+1 SATILIK DAİRE,100,2+1,2250000,Çırçır,Akşemsettin Mh.
